,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Res,ContractPush,LoyaltyPush
1790,1790,3096-IZETN,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,[0.5597982406616211],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1791,1791,2348-KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,No,[0.046571582555770874],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1792,1792,8401-EMUWF,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,No,[0.15388453006744385],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1793,1793,4193-IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,No,[0.0020168721675872803],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1794,1794,5377-NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,No,[0.004435718059539795],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1795,1795,5922-ABDVO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,Yes,[0.4924008250236511],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1796,1796,2474-LCNUE,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No,[0.2968956232070923],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1797,1797,0839-QNXME,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,No,[0.0040298402309417725],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1798,1798,3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,No,[0.02445530891418457],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1799,1799,9172-ANCRX,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,[0.8001919984817505],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1800,1800,6650-VJONK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,[0.3609697222709656],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1801,1801,2178-PMGCJ,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,No,[0.382699191570282],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1802,1802,7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280,No,[0.014612287282943726],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
1803,1803,2773-MADBQ,Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,No,[0.024845421314239502],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1804,1804,6016-LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,No,[0.0663633942604065],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1805,1805,7860-KSUGX,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720,No,[0.0021448731422424316],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1806,1806,8966-KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,No,[0.001877814531326294],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1807,1807,6910-HADCM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,[0.6346815824508667],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1808,1808,4816-LXZYW,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,[0.5558366775512695],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1809,1809,9606-PBKBQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,[0.6155562996864319],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1810,1810,5149-QYTTU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,No,[0.02835020422935486],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
1811,1811,2070-XYMFH,Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,No,[0.5005879998207092],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1812,1812,2085-BOJKI,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,No,[0.3929173946380615],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
1813,1813,0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,[0.4121330678462982],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1814,1814,5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,No,[0.0027521252632141113],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
1815,1815,1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,[0.001246720552444458],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1816,1816,1663-MHLHE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,[0.24459904432296753],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1817,1817,5663-QBGIS,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No,[0.118289053440094],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1818,1818,4450-MDZFX,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No,[0.20781007409095764],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1819,1819,6701-DHKWQ,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,[0.005209386348724365],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1820,1820,7554-AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,No,[0.2503652274608612],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1821,1821,3536-IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,[0.49063462018966675],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1822,1822,4911-BANWH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,[0.484917014837265],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1823,1823,8496-EJAUI,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,[0.41281458735466003],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1824,1824,0794-YVSGE,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,No,[0.001225799322128296],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1825,1825,5423-BHIXO,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,[0.19087153673171997],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1826,1826,6908-VVYHM,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931,No,[0.3154025077819824],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1827,1827,2959-EEXWB,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,[0.1566161811351776],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1828,1828,1839-UMACK,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,No,[0.03165462613105774],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1829,1829,3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,[0.7308604717254639],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1830,1830,7321-KKSDU,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,No,[0.004351139068603516],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1831,1831,3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,[0.2569907605648041],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1832,1832,3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,[0.3690773844718933],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1833,1833,8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,No,[0.30617445707321167],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1834,1834,8080-DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,[0.49755004048347473],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1835,1835,8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45,No,[0.45871374011039734],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1836,1836,6365-MTGZX,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,[0.46989792585372925],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1837,1837,1349-WXNGG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,[0.2284582555294037],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1838,1838,8058-DMYRU,Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,No,[0.3437618613243103],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1839,1839,9350-ZXYJC,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,No,[0.013324111700057983],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
1840,1840,6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,[0.0422157347202301],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1841,1841,8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,No,[0.017316371202468872],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
1842,1842,6959-GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,[0.17666351795196533],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1843,1843,3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,[0.0005072951316833496],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1844,1844,1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,[0.024658292531967163],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
1845,1845,4115-UMJFQ,Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,No,[0.052890002727508545],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
1846,1846,7369-TRPFD,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,No,[0.03877764940261841],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
1847,1847,1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083,No,[0.0007252097129821777],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1848,1848,7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,[0.020293712615966797],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1849,1849,0621-TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,[0.43265873193740845],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1850,1850,3537-RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252,No,[0.17072370648384094],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1851,1851,2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,[0.7692793607711792],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1852,1852,3669-OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,[0.2992537021636963],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1853,1853,1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,[0.4028416574001312],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1854,1854,6702-OHFWR,Male,1,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,[0.7538374066352844],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1855,1855,5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,No,[0.0017245113849639893],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1856,1856,4510-PYUSH,Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,[0.23649513721466064],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1857,1857,9359-JANWS,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,No,[0.004908651113510132],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1858,1858,7517-SAWMO,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,[0.45400917530059814],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1859,1859,4143-HHPMK,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,[0.3476828336715698],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1860,1860,3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,No,[0.0006979703903198242],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1861,1861,7054-LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,[0.3306381106376648],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1862,1862,0523-VNGTF,Female,1,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No,[0.164327472448349],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1863,1863,9575-IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171,No,[0.05663064122200012],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
1864,1864,7105-MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,[0.11315745115280151],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1865,1865,7064-FRRSW,Male,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,No,[0.32700103521347046],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1866,1866,7940-UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,No,[0.16218656301498413],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
1867,1867,0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,[0.6109598875045776],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1868,1868,3961-SXAXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No,[0.36127859354019165],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1869,1869,7010-BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,No,[0.0008311569690704346],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1870,1870,3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,No,[0.34140825271606445],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1871,1871,3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,No,[0.325950562953949],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
1872,1872,9938-PRCVK,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,No,[0.0028095245361328125],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1873,1873,0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,No,[0.002329319715499878],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1874,1874,5129-HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No,[0.033247292041778564],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
1875,1875,9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,[0.04177737236022949],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1876,1876,3946-JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563,No,[0.2700728476047516],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1877,1877,7873-CVMAW,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,[0.01193457841873169],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1878,1878,0463-WZZKO,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,[0.12514954805374146],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1879,1879,3494-JCHRQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,[0.6770094633102417],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1880,1880,6474-FVJLC,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,[0.808872401714325],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1881,1881,4524-QCSSM,Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,[0.321000337600708],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1882,1882,5832-EXGTT,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No,[0.12888860702514648],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1883,1883,8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,[0.4071347117424011],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1884,1884,2039-JONDJ,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,No,[0.0688047707080841],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1885,1885,7217-JYHOQ,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,[0.1797339916229248],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1886,1886,6695-FRVEC,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No,[0.006317645311355591],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
1887,1887,4547-LYTDD,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,[0.5213103294372559],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1888,1888,9894-QMIMJ,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,No,[0.04883173108100891],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
1889,1889,8069-YQQAJ,Male,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,No,[0.4466632604598999],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1890,1890,6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21,Yes,[0.2729155421257019],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
1891,1891,4193-ORFCL,Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,[0.42187777161598206],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
